Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,burnout_risk,burnout_probability,risk_category,risk_explanation
1,1,5,9070,1,1,123.0,1,3,1,9,3,121.3,1,0,0,1,0,0,20,0,0,6,6,6,11.16666667,0,0,6,9,6,11.5,0,12.4,0.5,1.79,1,0,4.566375378306432e-09,Low,Stable academic and financial indicators
1,1,1,9238,1,1,115.0,1,1,1,9,4,109.1,1,0,1,0,0,1,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0,1,0.9779467727633873,High,"No subjects cleared in first semester, No subjects cleared in second semester, Outstanding tuition fees, Tuition fees not up to date"
1,17,2,9853,1,1,112.0,1,19,38,5,7,107.1,1,0,0,1,0,1,18,0,0,7,8,7,12.14285714,0,0,7,9,6,13.66666667,0,11.1,0.6,2.02,2,0,4.30774802916193e-10,Low,Stable academic and financial indicators
1,17,1,9500,1,1,135.0,1,19,38,9,9,129.2,0,0,0,1,0,1,18,0,0,7,7,7,14.14571429,0,0,8,9,8,13.62777778,0,11.1,0.6,2.02,2,0,6.734424479840147e-11,Low,Stable academic and financial indicators
1,1,1,9500,1,1,162.0,1,3,4,3,3,154.1,0,0,0,1,0,0,18,0,0,7,7,7,14.45,0,0,8,9,8,14.14444444,0,11.1,0.6,2.02,2,0,5.4151651709912165e-11,Low,Stable academic and financial indicators
1,1,1,9853,1,1,143.0,1,19,3,4,4,147.2,0,0,0,1,0,0,18,0,0,7,7,7,15.71428571,0,0,7,7,7,15.0,0,11.1,0.6,2.02,2,0,2.9550178264535e-11,Low,Stable academic and financial indicators
1,51,1,9147,1,1,130.0,1,1,1,4,4,120.0,0,0,0,1,0,0,21,0,0,5,9,5,12.8,0,0,5,11,3,12.66666667,0,11.1,0.6,2.02,1,0,9.351058401541873e-10,Low,Stable academic and financial indicators
1,17,1,9070,1,1,136.0,1,1,37,4,5,130.8,0,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,8,6,11.5,0,10.8,1.4,1.74,1,0,1.018959492198297e-09,Low,Stable academic and financial indicators
1,16,1,9070,1,1,125.0,1,1,1,4,4,120.8,1,0,0,1,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,12.83333333,0,12.4,0.5,1.79,2,0,2.7056283533683147e-10,Low,Stable academic and financial indicators
1,17,2,9500,1,1,132.0,1,19,37,3,5,125.4,1,0,0,0,0,1,20,0,0,7,7,7,13.46285714,0,0,8,10,7,13.16428571,0,11.1,0.6,2.02,1,0,5.163151614468727e-06,Low,Tuition fees not up to date
1,1,1,8014,0,1,123.0,1,34,37,9,90,121.3,1,0,0,1,0,0,25,0,0,6,6,6,12.83333333,0,0,6,6,6,12.83333333,0,7.6,2.6,0.32,2,0,8.376800182738379e-10,Low,Stable academic and financial indicators
1,1,1,9147,1,1,142.0,1,19,19,9,9,127.0,1,0,0,1,0,1,18,0,0,5,10,5,12.0,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,2,0,2.6993962466810855e-09,Low,Stable academic and financial indicators
1,1,3,171,1,1,147.0,1,12,19,9,3,151.6,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,2,0,0.00322983705351373,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,1,1,9085,1,1,140.0,6,1,19,4,7,131.6,1,0,0,1,0,0,20,1,0,7,9,6,14.71428571,0,1,7,16,6,13.2,0,12.4,0.5,1.79,1,0,1.6988923268393575e-10,Low,Stable academic and financial indicators
1,1,2,9238,1,1,133.1,1,19,19,9,9,106.0,1,0,0,1,0,1,20,0,0,6,7,6,12.57142857,0,0,6,7,6,13.28571429,0,12.4,0.5,1.79,2,0,8.800247478936956e-10,Low,Stable academic and financial indicators
1,18,4,9773,1,1,114.0,1,1,1,9,9,111.6,1,0,0,1,0,1,21,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,11.1,0.6,2.02,2,0,1.79533489820776e-09,Low,Stable academic and financial indicators
1,17,3,9670,1,1,125.0,1,1,3,4,3,117.3,1,0,0,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,5,14.0,0,8.9,1.4,3.51,2,0,2.0676161442845343e-10,Low,Stable academic and financial indicators
1,17,1,9853,1,1,127.0,1,1,1,5,7,121.4,1,0,0,1,0,0,18,0,0,7,8,7,11.57142857,0,0,7,9,6,13.16666667,0,11.1,0.6,2.02,0,0,1.3421729793097122e-09,Low,Stable academic and financial indicators
1,1,3,9070,1,1,132.0,1,1,3,9,7,126.1,1,0,0,1,0,1,18,0,0,6,6,6,15.83333333,0,0,6,6,6,15.33333333,0,11.1,0.6,2.02,2,0,6.51015669845983e-11,Low,Stable academic and financial indicators
1,1,4,9500,1,1,148.0,1,19,19,4,5,137.0,1,0,0,1,0,0,18,0,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,2,0,1.4844917792829393e-10,Low,Stable academic and financial indicators
1,43,1,9670,1,1,139.0,1,3,19,3,5,120.8,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0,0,0.004365487357060683,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,17,1,9254,1,1,136.0,1,39,3,3,3,128.7,1,0,0,1,0,0,20,0,0,6,8,6,11.66666667,0,0,6,10,6,11.0,0,13.9,-0.3,0.79,0,0,4.54787722646324e-09,Low,Stable academic and financial indicators
1,39,1,9238,1,9,133.1,1,34,34,0,0,118.0,0,0,0,1,0,0,47,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0,0,0.06549011178343363,Low,"No subjects cleared in first semester, No subjects cleared in second semester, Late age at enrollment"
1,43,1,9130,1,1,120.0,6,1,3,9,2,120.0,0,0,1,1,0,0,21,1,2,5,9,5,13.2,2,0,5,7,2,12.5,2,10.8,1.4,1.74,1,0,2.6066791945662626e-09,Low,Outstanding tuition fees
2,39,1,9130,1,1,130.0,1,37,37,9,6,160.0,0,0,0,1,1,0,31,0,1,6,11,2,12.0,1,1,6,12,1,10.0,1,16.2,0.3,-0.92,0,0,9.535371342638436e-09,Low,Late age at enrollment
2,39,1,9119,1,1,110.0,1,37,37,90,5,150.0,1,0,0,1,1,0,46,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,0,0.01598226281483009,Low,"No subjects cleared in first semester, No subjects cleared in second semester, Late age at enrollment"
1,1,3,9119,1,1,133.0,1,3,1,3,4,121.8,1,0,0,1,1,0,18,0,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,1,0,5.145816324857502e-09,Low,Stable academic and financial indicators
1,17,3,9119,1,1,138.0,1,3,3,3,4,125.4,1,1,0,1,1,0,19,0,0,5,10,3,13.33333333,0,0,5,9,4,10.75,0,8.9,1.4,3.51,0,0,4.11706969736978e-10,Low,Stable academic and financial indicators
1,51,1,9556,1,1,131.0,1,1,37,152,193,126.6,1,0,0,1,1,0,23,0,0,7,11,5,12.41428571,0,0,7,13,2,13.5,0,8.9,1.4,3.51,1,0,9.975774771530306e-10,Low,Stable academic and financial indicators
1,44,1,9130,1,39,150.0,1,3,1,2,8,150.0,0,0,0,0,1,0,22,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0,1,0.9710883250479782,High,"No subjects cleared in first semester, No subjects cleared in second semester, Tuition fees not up to date"
1,1,1,9147,1,1,125.0,1,38,1,3,10,114.5,1,0,0,1,1,0,19,0,0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,2,0,1.883449123738442e-09,Low,Stable academic and financial indicators
1,1,1,9147,1,1,108.0,41,3,3,9,9,107.0,0,0,1,0,0,0,19,1,0,5,14,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0,1,0.9488550385553391,High,"No subjects cleared in first semester, No subjects cleared in second semester, Outstanding tuition fees, Tuition fees not up to date"
1,17,1,9147,1,1,116.0,1,3,1,3,4,115.7,0,0,0,0,1,0,22,0,0,5,10,4,11.5,0,0,5,11,4,14.0,0,8.9,1.4,3.51,1,0,2.4847871847316477e-05,Low,Tuition fees not up to date
1,39,1,9130,1,1,133.1,1,3,34,3,0,120.0,0,0,1,0,1,0,29,0,0,5,11,0,0.0,4,0,5,6,0,0.0,1,9.4,-0.8,-3.12,0,1,0.9705882081303423,High,"No subjects cleared in first semester, No subjects cleared in second semester, Outstanding tuition fees, Tuition fees not up to date"
1,1,3,9500,1,1,147.0,1,37,38,9,5,134.8,1,0,0,1,0,0,18,0,0,7,7,6,14.01666667,0,0,7,7,6,14.01666667,0,7.6,2.6,0.32,2,0,2.345554381636063e-10,Low,Stable academic and financial indicators
1,1,1,9238,1,1,143.0,1,38,34,9,9,133.6,1,0,0,1,0,0,18,0,0,6,9,5,11.4,0,0,6,8,5,10.8,0,9.4,-0.8,-3.12,2,0,5.80244708265171e-09,Low,Stable academic and financial indicators
1,1,1,171,1,1,115.0,1,37,37,9,8,129.0,1,0,1,0,0,1,23,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0,1,0.9533160852408862,High,"No subjects cleared in first semester, No subjects cleared in second semester, Outstanding tuition fees, Tuition fees not up to date"
2,39,1,9991,0,1,160.0,1,1,1,194,131,128.4,0,0,0,1,0,0,34,0,0,5,12,5,10.4,0,0,5,11,5,12.0,0,12.4,0.5,1.79,2,0,6.633644266439336e-09,Low,Late age at enrollment
1,17,1,9147,1,1,118.0,1,19,19,9,9,122.2,0,0,0,1,0,0,19,0,0,5,11,3,10.66666667,0,0,5,9,4,10.25,0,11.1,0.6,2.02,2,0,6.085802000138715e-09,Low,Stable academic and financial indicators
1,1,1,9085,1,1,122.0,1,1,1,2,5,113.3,1,0,0,1,0,0,18,0,0,5,9,4,14.25,0,0,5,8,5,12.71428571,0,10.8,1.4,1.74,1,0,6.440565103947539e-10,Low,Stable academic and financial indicators
1,17,6,9500,1,1,143.0,1,1,19,4,4,129.9,0,0,0,1,0,1,20,0,3,7,7,7,13.91428571,0,5,8,8,8,14.10625,0,11.1,0.6,2.02,2,0,9.345024329954295e-11,Low,Stable academic and financial indicators
1,1,6,9500,1,1,133.0,1,3,3,1,1,126.2,1,0,0,1,0,0,19,0,0,7,9,7,13.76111111,0,0,8,11,7,12.82375,0,15.5,2.8,-4.06,2,0,3.213574790947191e-10,Low,Stable academic and financial indicators
1,5,2,9853,1,1,122.0,1,19,19,4,5,112.6,1,0,0,1,0,0,22,0,0,6,10,5,12.6,0,0,6,9,4,11.25,0,12.7,3.7,-1.7,1,0,2.544155192772904e-09,Low,Stable academic and financial indicators
1,1,1,9238,1,1,164.0,1,19,19,9,9,149.0,1,0,0,1,0,1,23,0,0,6,7,6,13.85714286,0,0,6,6,6,14.16666667,0,10.8,1.4,1.74,2,0,2.752143241367156e-10,Low,Stable academic and financial indicators
2,39,1,9500,1,1,133.1,1,1,19,9,9,120.0,0,0,0,1,1,1,34,0,0,8,8,7,13.84285714,0,0,8,8,7,13.84285714,0,12.7,3.7,-1.7,2,0,1.4561006615322839e-10,Low,Late age at enrollment
1,17,4,9119,1,1,127.0,1,19,19,5,5,120.4,1,0,1,0,1,0,18,0,0,5,12,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,1,1,0.8724636211762048,High,"No subjects cleared in first semester, No subjects cleared in second semester, Outstanding tuition fees, Tuition fees not up to date"
1,1,3,9773,1,1,140.0,1,1,39,4,1,128.1,1,1,0,1,1,0,21,0,0,6,6,5,11.8,0,0,6,9,0,0.0,0,16.2,0.3,-0.92,0,0,0.002500047922840114,Low,No subjects cleared in second semester
1,1,1,9238,1,1,127.0,1,1,19,4,3,141.7,1,0,0,1,1,0,22,0,0,6,6,6,12.66666667,0,0,6,6,6,13.83333333,0,10.8,1.4,1.74,0,0,1.0133949630192416e-09,Low,Stable academic and financial indicators
1,39,1,9003,1,12,133.1,1,37,1,9,10,130.0,0,0,0,1,1,0,28,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0,0,0.025714285429726143,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,5,4,9119,1,1,115.0,1,19,37,4,6,113.3,1,0,0,1,1,0,23,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,0,0.008618249169960021,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,1,1,9773,1,1,108.0,1,34,38,0,3,105.9,0,0,0,1,1,0,20,0,0,6,11,4,10.75,0,0,6,13,2,10.0,0,7.6,2.6,0.32,0,0,9.044522713272544e-09,Low,Stable academic and financial indicators
1,18,2,9119,1,1,136.0,1,1,2,5,4,122.7,1,0,0,1,1,0,18,0,0,5,7,5,12.6,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,0,0,3.2817303654506677e-09,Low,Stable academic and financial indicators
1,39,2,9147,1,12,133.1,1,19,38,9,9,120.0,1,0,1,0,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0,1,0.9949740962989109,High,"No subjects cleared in first semester, No subjects cleared in second semester, Outstanding tuition fees, Tuition fees not up to date"
1,44,1,9070,1,39,120.0,1,1,19,5,8,119.8,0,0,0,1,1,0,21,0,2,7,7,2,12.0,0,5,9,10,7,12.14285714,0,12.4,0.5,1.79,0,0,2.244786825920857e-09,Low,Stable academic and financial indicators
1,39,1,9670,1,1,133.1,1,38,19,9,8,122.9,0,0,1,0,1,0,25,0,0,6,7,3,14.0,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,0,0,4.0872794474405234e-05,Low,"Outstanding tuition fees, Tuition fees not up to date"
1,44,1,9085,1,39,160.0,1,1,1,5,4,160.0,1,1,0,0,1,0,19,0,2,6,6,6,14.0,0,1,6,11,6,13.5,0,12.4,0.5,1.79,0,0,1.5513366978956119e-06,Low,Tuition fees not up to date
1,1,4,9500,1,1,128.0,1,1,1,4,10,125.2,1,0,0,1,1,1,18,0,0,7,7,7,14.68285714,0,0,8,9,8,15.05555556,0,12.4,0.5,1.79,2,0,6.705519294067085e-11,Low,Stable academic and financial indicators
1,39,1,9119,1,3,130.0,1,1,38,90,90,143.4,0,0,0,1,1,0,29,0,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,0,0,0.023270196060227736,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,39,1,9119,1,19,133.1,1,37,38,3,7,96.7,0,0,0,1,1,1,29,0,0,5,6,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,0,0,0.011140538619649564,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,18,1,9254,1,1,137.0,1,19,19,4,5,126.9,0,0,0,1,1,0,20,0,0,6,7,6,13.85714286,0,0,6,7,5,12.8,0,16.2,0.3,-0.92,2,0,4.800135850882306e-10,Low,Stable academic and financial indicators
1,1,1,171,1,1,163.0,1,19,1,9,7,143.1,0,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2,0,0.00845416689770349,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,1,1,9254,1,1,125.0,1,1,1,191,193,114.5,0,0,0,1,1,0,20,0,0,6,8,6,13.14285714,0,0,6,7,6,12.5,0,8.9,1.4,3.51,2,0,6.44167868702984e-10,Low,Stable academic and financial indicators
2,39,1,9119,1,1,120.0,1,34,34,0,0,140.0,1,0,0,1,1,0,33,0,0,5,14,1,18.0,0,0,5,9,2,13.0,0,9.4,-0.8,-3.12,0,0,3.4756858037685946e-10,Low,Late age at enrollment
1,42,1,9991,0,1,150.0,1,19,19,5,5,113.7,0,0,0,1,1,0,30,0,11,15,15,13,11.46153846,0,6,11,15,10,11.58333333,1,16.2,0.3,-0.92,2,0,5.543363202347972e-11,Low,Stable academic and financial indicators
1,1,1,9556,1,1,135.0,1,1,1,1,1,131.5,0,0,0,1,1,1,21,0,0,7,14,5,11.2,0,0,8,11,6,11.58333333,0,16.2,0.3,-0.92,1,0,1.5334192515001446e-09,Low,Stable academic and financial indicators
1,1,1,9003,1,1,148.0,1,1,19,194,194,143.5,0,0,1,1,1,0,18,0,0,6,6,5,15.0,0,0,6,8,4,14.5,0,8.9,1.4,3.51,2,0,2.814315901613651e-10,Low,Outstanding tuition fees
1,1,1,9500,1,1,138.0,1,38,38,9,9,126.8,0,0,0,1,1,1,19,0,0,7,9,7,14.24444444,0,0,8,12,8,12.23333333,0,15.5,2.8,-4.06,2,0,1.3618454476013804e-10,Low,Stable academic and financial indicators
1,17,1,9070,1,1,119.0,1,38,19,9,9,115.2,0,0,0,1,1,1,21,0,0,6,8,4,11.5,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,0,0,8.736577513772814e-09,Low,Stable academic and financial indicators
1,39,2,9556,1,1,130.0,1,19,19,4,5,100.0,0,0,0,1,1,1,25,0,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,0,0,1.6699964717496817e-06,Low,No subjects cleared in second semester
1,1,2,9670,1,1,135.0,1,19,19,7,10,121.4,0,0,0,1,1,0,19,0,0,5,7,3,12.33333333,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,2,0,6.939193845370777e-09,Low,Stable academic and financial indicators
1,44,1,9070,1,39,120.0,1,19,1,9,3,120.0,1,0,0,1,1,0,23,0,2,7,8,5,12.2,0,5,9,10,7,12.14285714,1,16.2,0.3,-0.92,0,0,2.4510411510926276e-09,Low,Stable academic and financial indicators
1,17,2,9070,1,1,126.0,1,38,38,9,8,129.9,1,0,0,1,1,1,19,0,0,6,6,6,13.66666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,2,0,4.513374486557713e-10,Low,Stable academic and financial indicators
1,1,1,171,1,1,149.0,1,3,2,2,5,151.1,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2,0,0.0010310725458219554,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,39,1,9003,1,1,110.0,1,19,37,9,6,120.0,0,0,1,0,1,0,31,0,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0,0,0.01711927169598193,Low,"No subjects cleared in second semester, Outstanding tuition fees, Tuition fees not up to date, Late age at enrollment"
1,39,1,9003,1,1,133.1,1,37,37,4,7,130.0,0,0,1,0,1,0,32,0,0,6,8,3,13.0,0,4,10,14,6,11.42857143,0,16.2,0.3,-0.92,0,0,3.8015503876888416e-05,Low,"Outstanding tuition fees, Tuition fees not up to date, Late age at enrollment"
1,16,2,9500,1,1,127.0,1,2,38,4,9,119.0,1,0,0,1,0,1,19,0,0,8,12,7,12.6,0,0,8,12,7,12.6,0,10.8,1.4,1.74,2,0,1.8843939232000455e-10,Low,Stable academic and financial indicators
1,42,1,9773,1,6,120.0,1,34,34,0,0,122.0,1,0,0,1,0,0,34,0,8,10,11,10,12.2,0,5,10,12,9,12.33333333,0,7.6,2.6,0.32,2,0,8.439942155250794e-11,Low,Late age at enrollment
1,16,6,9773,1,1,136.0,1,38,14,0,0,129.7,1,0,0,1,0,0,21,0,0,6,6,6,13.16666667,0,0,6,6,6,13.0,0,7.6,2.6,0.32,2,0,1.0503746510751902e-09,Low,Stable academic and financial indicators
1,43,2,9238,1,1,110.0,1,37,37,9,7,112.5,1,0,0,1,0,1,53,0,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,2,0,2.874667035497739e-09,Low,Late age at enrollment
1,1,1,9500,1,1,136.0,1,19,19,4,7,136.0,0,0,0,1,0,1,19,0,0,7,7,7,14.01428571,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,2,0,5.8113201172764005e-11,Low,Stable academic and financial indicators
1,1,3,9773,1,1,145.0,1,38,38,9,5,133.1,0,0,0,1,0,1,20,0,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,2,0,9.633010127332733e-10,Low,Stable academic and financial indicators
1,1,2,9773,1,1,159.0,1,1,19,9,9,151.3,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.66666667,0,10.8,1.4,1.74,2,0,2.4685590447302197e-10,Low,Stable academic and financial indicators
1,39,1,171,1,1,147.0,1,37,38,175,193,133.3,0,0,0,0,0,0,32,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0,1,0.9500151310099021,High,"No subjects cleared in first semester, No subjects cleared in second semester, Tuition fees not up to date, Late age at enrollment"
1,43,1,9500,1,1,150.0,1,37,37,9,9,130.8,1,0,0,1,0,1,21,0,0,8,8,7,14.42857143,0,0,8,8,7,14.42857143,0,12.7,3.7,-1.7,2,0,8.446764954179146e-11,Low,Stable academic and financial indicators
1,7,1,8014,0,3,140.0,1,37,12,9,4,140.0,0,0,0,0,0,0,26,0,0,5,9,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,0,1,0.9467710262589497,High,"No subjects cleared in first semester, No subjects cleared in second semester, Tuition fees not up to date"
1,42,1,9085,1,39,150.0,1,1,1,4,7,150.0,1,0,0,1,0,0,26,0,11,18,45,18,11.83333333,10,9,13,27,13,12.46153846,5,15.5,2.8,-4.06,2,0,0.002500000000078563,Low,Stable academic and financial indicators
2,44,1,9991,0,39,130.0,1,1,37,4,9,130.0,0,0,0,0,0,0,21,0,0,5,12,3,11.33333333,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,0,0,0.0002634296857547524,Low,Tuition fees not up to date
1,17,1,9773,1,1,120.0,1,37,37,5,5,125.3,0,0,0,1,0,0,18,0,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,2,0,4.05288224360002e-10,Low,Stable academic and financial indicators
1,43,1,9070,1,39,130.0,1,19,37,5,9,124.0,1,0,0,1,0,1,21,0,4,12,12,12,13.33333333,0,5,12,12,11,12.54545455,0,15.5,2.8,-4.06,2,0,2.2733568023574237e-11,Low,Stable academic and financial indicators
1,1,1,9254,1,1,112.0,1,38,19,9,5,113.8,1,0,0,1,0,0,21,0,0,6,10,6,10.83333333,0,0,6,10,4,11.0,0,7.6,2.6,0.32,1,0,3.884023226499382e-09,Low,Stable academic and financial indicators
1,17,1,9670,1,1,128.0,1,19,19,7,7,124.4,0,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,2,0,4.3174236938622626e-10,Low,Stable academic and financial indicators
1,17,1,9147,1,1,114.0,1,19,19,9,7,107.7,0,0,0,1,0,0,19,0,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,0,0,9.427504380048616e-09,Low,Stable academic and financial indicators
1,43,2,9238,1,1,118.0,1,38,38,5,5,110.0,0,0,0,1,0,1,19,0,0,6,8,6,11.42857143,0,0,6,11,5,11.2,0,10.8,1.4,1.74,2,0,1.3629113660098324e-09,Low,Stable academic and financial indicators
1,7,1,9500,1,3,130.0,1,37,38,7,7,130.0,1,0,0,1,0,0,27,0,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,2,0,4.0366551888938746e-10,Low,Stable academic and financial indicators
1,1,2,9500,1,1,145.0,1,37,1,9,4,138.8,1,0,0,1,0,1,18,0,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,2,0,5.320255150360921e-10,Low,Stable academic and financial indicators
1,1,2,9147,1,1,121.0,1,19,19,9,9,126.3,1,0,0,1,0,0,20,0,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,0,0,1.0689315741413129e-06,Low,No subjects cleared in second semester
1,1,3,9500,1,1,114.0,1,1,1,5,5,114.5,1,0,0,1,0,1,19,0,0,7,7,7,13.09428571,0,0,8,8,8,12.55,0,12.4,0.5,1.79,2,0,3.0371604126403393e-10,Low,Stable academic and financial indicators
1,1,4,9670,1,1,127.0,1,1,1,7,7,116.5,1,0,0,1,0,0,20,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0,0,0.0038035101550837986,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,17,2,9238,1,1,145.0,1,19,38,7,6,128.6,1,0,0,1,0,1,19,0,0,6,12,5,11.71428571,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,2,0,1.7677602558318144e-09,Low,Stable academic and financial indicators
1,17,5,9238,1,1,130.0,1,19,1,5,5,130.0,1,0,0,1,0,0,20,0,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,1,0,1.4409268079850346e-08,Low,Stable academic and financial indicators
1,1,1,171,1,1,150.0,1,38,19,7,10,134.6,0,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0,0,0.01141925088038616,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
1,1,1,9853,1,1,145.0,1,37,37,9,5,146.8,0,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,13.33333333,0,7.6,2.6,0.32,2,0,3.9749699730346885e-10,Low,Stable academic and financial indicators
1,1,1,9085,1,1,128.0,1,19,1,5,4,135.7,1,0,0,1,0,0,20,0,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,2,0,1.186614339198134e-09,Low,Stable academic and financial indicators
2,39,1,9991,0,1,140.0,1,37,37,9,9,120.0,0,0,0,0,0,0,38,0,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,0,0,0.0005603606906976955,Low,"Tuition fees not up to date, Late age at enrollment"
4,39,1,8014,0,1,130.0,1,37,37,9,7,138.0,0,0,0,1,0,0,42,0,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,2,0,2.563439595486662e-09,Low,Late age at enrollment
1,39,1,9500,1,1,140.0,1,37,37,9,6,135.5,0,0,0,1,0,0,32,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0,0,0.0036222024818766928,Low,"No subjects cleared in first semester, No subjects cleared in second semester, Late age at enrollment"
1,15,1,9773,1,1,120.0,26,19,19,4,5,120.0,1,0,0,1,0,0,22,1,0,6,6,6,13.0,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,2,0,9.147874587486204e-10,Low,Stable academic and financial indicators
2,39,1,9991,0,1,147.0,1,34,34,90,90,111.7,1,0,0,1,0,0,28,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,0,0.01167628146778188,Low,"No subjects cleared in first semester, No subjects cleared in second semester"
2,39,1,8014,0,9,133.1,1,37,37,8,10,100.0,1,0,0,1,0,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0,0,0.009502033606980988,Low,"No subjects cleared in first semester, No subjects cleared in second semester, Late age at enrollment"
